MasterLights, 22.0,1.336295772E9,11.57,47049.0
MasterLights, 22.0,1.336295773E9,10.27,46778.0
MasterLights, 22.0,1.336295774E9,11.51,47029.0
MasterLights, 22.0,1.33629578E9,11328.0,47013.0
MasterLights, 22.0,1.336295781E9,12866.0,47414.0
MasterLights, 22.0,1.336295782E9,11318.0,47054.0
MasterLights, 22.0,1.336295783E9,13008.0,47373.0
MasterLights, 22.0,1.336295784E9,10618.0,46929.0
MasterLights, 22.0,1.336295785E9,12975.0,47348.0
MasterLights, 22.0,1.336295786E9,11455.0,47031.0
MasterLights, 22.0,1.336295787E9,13192.0,47515.0
MasterLights, 22.0,1.336295788E9,12157.0,47264.0
MasterLights, 22.0,1.33629579E9,11655.0,47214.0
MasterLights, 22.0,1.336295791E9,13.02,47385.0
MasterLights, 22.0,1.336295792E9,10192.0,46806.0
MasterLights, 22.0,1.336295793E9,12756.0,47292.0
MasterLights, 22.0,1.336295794E9,10391.0,46899.0
MasterLights, 22.0,1.336295795E9,13071.0,47396.0
MasterLights, 22.0,1.336295796E9,11321.0,47036.0
MasterLights, 22.0,1.336295797E9,13165.0,47494.0
MasterLights, 22.0,1.336295798E9,11809.0,47.16
MasterLights, 22.0,1.336295799E9,13042.0,47387.0
MasterLights, 22.0,1.3362958E9,11415.0,46989.0
MasterLights, 22.0,1.336295802E9,11119.0,46912.0
MasterLights, 22.0,1.336295809E9,11.62,47.09
MasterLights, 22.0,1.33629581E9,12829.0,47325.0
MasterLights, 22.0,1.336295811E9,11062.0,47.04
MasterLights, 22.0,1.336295812E9,12572.0,47346.0
MasterLights, 22.0,1.336295813E9,10809.0,46897.0
MasterLights, 22.0,1.336295814E9,13053.0,47376.0
MasterLights, 22.0,1.336295815E9,9804.0,46672.0
MasterLights, 22.0,1.336295816E9,13012.0,47347.0
MasterLights, 22.0,1.336295817E9,11379.0,47073.0
MasterLights, 22.0,1.336295818E9,13061.0,47443.0
MasterLights, 22.0,1.336295823E9,9953.0,46713.0
MasterLights, 22.0,1.336295824E9,12955.0,47293.0
MasterLights, 22.0,1.336295825E9,10127.0,46853.0
MasterLights, 22.0,1.336295826E9,12728.0,47272.0
MasterLights, 22.0,1.336295827E9,10248.0,46752.0
MasterLights, 22.0,1.336295828E9,12159.0,47223.0
MasterLights, 22.0,1.336295829E9,10796.0,46912.0
MasterLights, 22.0,1.33629583E9,12737.0,47295.0
MasterLights, 22.0,1.336295831E9,11597.0,47011.0
MasterLights, 22.0,1.336295832E9,13151.0,47457.0
MasterLights, 22.0,1.336295833E9,11877.0,47055.0
MasterLights, 22.0,1.336295838E9,11045.0,46935.0
MasterLights, 22.0,1.33629584E9,10.72,46857.0
MasterLights, 22.0,1.336295841E9,12469.0,47195.0
MasterLights, 22.0,1.336295842E9,11108.0,47005.0
MasterLights, 22.0,1.336295843E9,12953.0,47363.0
MasterLights, 22.0,1.336295844E9,10094.0,46712.0
MasterLights, 22.0,1.336295845E9,13027.0,47406.0
MasterLights, 22.0,1.336295846E9,10953.0,46941.0
MasterLights, 22.0,1.336295847E9,12984.0,47337.0
MasterLights, 22.0,1.336295848E9,11162.0,46964.0
MasterLights, 22.0,1.336295849E9,13197.0,47435.0
