0.99999994,1,1,1.7461119419,0
0.99999982,1,0.9999997,1.7461118205,1
0.99999917,1,1,1.7461111958,0
1,0.99999994,0.99982029,1.7461088993,0
1,0.99999994,0.99971086,1.746107039,0
1,0.99998868,0.99999994,1.7461033931,0
1,1,0.99920356,1.7460984605,0
0.99978572,1,0.97465986,1.7454736077,0
0.99999994,0.99915528,1,1.7454697519,0
1,0.99994689,0.95940518,1.7453815117,0
0.99993372,0.99490809,0.94865566,1.7413038557,0
0.99376422,0.99981922,0.98890954,1.7397443534,0
1,0.98732203,0.99998331,1.7364734164,0
0.99999994,0.99999779,0.05473058,1.7300406816,0
0.99999988,1,0.00001896,1.7291122061,1
1,0.99999976,0,1.7291118175,1
1,0.99987894,0,1.7290199653,0
0.9819935,1,0.99999189,1.7286658685,0
1,0.9577086,0.99999768,1.7139603466,1
0.96152377,1,0.99999368,1.7088333506,0
0.98912579,0.97992593,0.01232064,1.7035246223,0
0.99507242,0.94416064,0,1.6818864907,0
0.98367828,0.89007825,1,1.6467314313,1
0.99999553,0.86673325,1,1.6447929551,0
1,0.83598238,0.99999994,1.6214192436,1
0.74401915,1,0.34210256,1.4869150654,0
0.99854672,0.64934391,0.99994361,1.4781202132,1
0.64105117,0.99996352,0.30962476,1.3865724165,1
0.60385996,0.99604279,1,1.3592945778,0
1,0.41255325,1,1.2995114828,0
0.46384647,0.99938023,0,1.2091766831,0
1,0.20949258,0.00000002,1.1281366394,1
0.99998212,0.13277152,1,1.0867928969,0
0.99993438,0.00371216,0.99999958,0.988630548,0
1,0.00334744,0.9999966,0.9884168,0
1,0.00316831,1,0.988280676,0
1,0.00009412,0.9999997,0.9859435487,0
1,0,0.99999726,0.9858719534,0
1,0,0.9999131,0.9858705227,0
0.99995208,0.00000012,0.99836665,0.9857978959,0
1,0.00000003,0.96626562,0.9852985383,0
1,0.01725542,0.00060915,0.9820006161,0
1,0,0.06397355,0.9699595504,1
1,0.00000257,0.06262849,0.9699386381,0
0.99997604,0,0.00310958,0.9689016487,1
0.99999988,0.0000001,0.00014889,0.9688744909,0
0.99859083,0,0,0.9675066946,0
0.19286412,1,1,0.9641006457,1
0.96817154,0.00005453,0.99999982,0.9550757491,0
0.8740108,0.00789935,0,0.8528099937,0
0.0686729,0.99983346,0.99999911,0.8436486245,0
0.02506291,0.99857152,0.00431641,0.7835101431,0
0.00104152,1,0.99868333,0.7782267162,0
0.00009205,1,0.99999994,0.7773291836,0
0.00000016,0.99811804,1,0.7758094137,0
0,0.99641138,0.99999958,0.7745117804,0
0.00000002,1,0.17297301,0.7631805605,0
0,1,0.01267252,0.7604554328,1
0,1,0.00033641,0.760245719,0
0,1,0,0.76024,1
0,0.99999988,0,0.7602399088,0
0,0.99999976,0,0.7602398175,0
0.00000233,0.99870205,0,0.759255504,0
0.00265536,0.99419439,0,0.758399047,0
0.00000028,0.99541199,0,0.7567522826,0
0,0.99481851,0,0.756300824,0
0,0.98927343,0,0.7520852324,1
0,0.97439063,0,0.7407707326,0
0.00086623,0.94197357,0.43074664,0.7242879457,0
0,0.89107937,0.99021554,0.6942678444,0
0,0.76228601,0,0.5795203162,0
0,0.7404952,0,0.5629540708,1
0.00529457,0.62208432,0.99999994,0.495063143,0
0.03323096,0.5993253,0,0.4878276127,0
0.29224643,0,0.95003873,0.2993000415,0
0.00000036,0.25190696,0.49768832,0.1999707975,0
0,0.10072199,0,0.0765728857,1
0.00000062,0.10013621,0,0.076128153,0
0.00000013,0.04304442,0.00000001,0.032724216,0
0,0.03636,0,0.0276423264,0
0,0,0.99998903,0.0169998135,0
0,0.02137597,0,0.0162508674,0
0,0.00111179,0.71503276,0.0130007841,0
0.00445114,0.00007368,0.40244514,0.0112101668,0
0.00038498,0.00106262,0.19960025,0.0045740468,1
0,0.00330395,0.00000082,0.0025118089,0
0.00178168,0.00000579,0.00316469,0.0017844214,0
0.00146744,0.00000065,0,0.0014222557,0
0.00052922,0,0.00000864,0.0005128933,0
0.0000003,0.00039826,0.00170317,0.0003320177,0
0.00019952,0,0,0.0001933093,0
0,0.00002321,0,1.76451704E-05,1
0,0.00000015,0.00013005,2.324886E-06,0
0,0.00000161,0.00000003,1.2244964E-06,1
0,0.0000006,0,4.56144E-07,0
0,0.00000034,0,2.584816E-07,0
0,0,0.0000065,1.105E-07,0
0.00000006,0,0,5.813232E-08,0
0,0,0.00000016,2.72E-09,0
0,0,0,0,0
