1,0.99999976,1,2.99999976,1
0.99999571,0.99999994,1,2.99999565,1
1,0.98960334,0.99993229,2.98953563,1
0.0019963,0.91972888,0.92611146,1.84783664,1
0.00000356,0.80556917,0.52642429,1.33199702,1
0.03422295,1,0.01495047,1.04917342,1
0,1,0,1,1
0,0.99734741,0,0.99734741,1
0,0,0.9905681,0.9905681,1
0.00000008,0.98301971,0.00681918,0.98983897,1
0,0.89162487,0.00000461,0.89162948,1
0,0.71381438,0,0.71381438,1
0,0.70548213,0,0.70548213,1
0,0.01200639,0,0.01200639,1
0,0.00003564,0,0.00003564,1
0,0.00000366,0,0.00000366,1
0.00000211,0,0,0.00000211,1
0,0,0,0,1
0,0,0,0,1
1,1,0.99999988,2.99999988,0
1,0.99996591,1,2.99996591,0
0.99998873,0.99994183,1,2.99993056,0
1,0.99969596,1,2.99969596,0
0.99972802,0.99992853,1,2.99965655,0
1,0.99953496,0.99990523,2.99944019,0
1,0.99868172,1,2.99868172,0
1,0.98959351,0.99999994,2.98959345,0
1,0.98351097,1,2.98351097,0
0.93391919,1,0.99993867,2.93385786,0
0.99998736,0.91964364,0.94876558,2.86839658,0
1,0.81470919,1,2.81470919,0
0.60764205,1,0.70385975,2.3115018,0
1,0.25165614,0.99999183,2.25164797,0
1,0.07715359,1,2.07715359,0
1,0.03721806,1,2.03721806,0
1,0.99999982,0.01165669,2.01165651,0
0.00003568,1,0.99999988,2.00003556,0
0.00002904,1,1,2.00002904,0
0.99998879,0.99999535,0.00003935,2.00002349,0
1,0.00002505,0.99999762,2.00002267,0
1,0.00000038,0.99999988,2.00000026,0
0.00000035,0.99999988,1,2.00000023,0
0.99999994,0.00000017,1,2.00000011,0
1,0.00000002,1,2.00000002,0
1,0,1,2,0
1,0,1,2,0
1,0,1,2,0
0.99997479,1,0,1.99997479,0
0.99982375,1,0.00003289,1.99985664,0
0.00000001,1,0.99979502,1.99979503,0
0.00000261,0.9996357,0.99999768,1.99963599,0
0,1,0.99780381,1.99780381,0
0,0.99999923,0.99470538,1.99470461,0
0.00094171,1,0.94261873,1.94356044,0
1,0.00000345,0.93407321,1.93407666,0
0,1,0.90480602,1.90480602,0
1,0.90396988,0,1.90396988,0
0.89702934,1,0,1.89702934,0
0.99990803,0.00000062,0.86665708,1.86656573,0
0.9833191,0.58159113,0,1.56491023,0
0.56213284,1,0,1.56213284,0
0.99999994,0.00083075,0.29225463,1.29308532,0
0.0314903,0.99974722,0.23638909,1.26762661,0
0.97586924,0.07032841,0,1.04619765,0
1,0.00000348,0.02157648,1.02157996,0
0.02789677,0.00000001,0.99352717,1.02142395,0
0.99916941,0.00004467,0.00252047,1.00173455,0
0.9985292,0.00000003,0.00153664,1.00006587,0
0.00002858,0.00000006,1,1.00002864,0
0,1,0.0000237,1.0000237,0
0.00000699,0.9999969,0,1.00000389,0
0,0.99995393,0,0.99995393,0
0.00000097,0,0.99971759,0.99971856,0
0,0.99971825,0,0.99971825,0
0.00001357,0.00002237,0.99656516,0.9966011,0
0.98686689,0,0,0.98686689,0
0.03450644,0.7648654,0.17875336,0.9781252,0
0,0.96808815,0.00000001,0.96808816,0
0,0.93144882,0,0.93144882,0
0,0.92828333,0,0.92828333,0
0,0.86420453,0,0.86420453,0
0,0,0.44987839,0.44987839,0
0,0,0.25419778,0.25419778,0
0,0.14536944,0,0.14536944,0
0,0.05347849,0.00571942,0.05919791,0
0,0.05318368,0,0.05318368,0
0.03623777,0,0,0.03623777,0
0,0.01251686,0.0000294,0.01254626,0
0.0082384,0.00005761,0.00136832,0.00966433,0
0,0.0093612,0.00014437,0.00950557,0
0,0.00226513,0,0.00226513,0
0,0.00010079,0,0.00010079,0
0.00003618,0,0.00002891,0.00006509,0
0.00001688,0,0,0.00001688,0
0,0.00000482,0.00000152,0.00000634,0
0,0.00000088,0,0.00000088,0
0,0.00000004,0.00000065,0.00000069,0
0,0,0.00000003,0.00000003,0
0,0,0,0,0
0,0,0,0,0
