Casa1, 0.0,1.336295772E9,1.469968719E10
Casa1, 0.0,1.336295773E9,1.33629578327E9
Casa1, 0.0,1.336295774E9,1.33629578551E9
Casa1, 0.0,1.336295775E9,695859.0
Casa1, 0.0,1.336295776E9,1.336362878E9
Casa1, 0.0,1.336295777E9,1.336361436E9
Casa1, 0.0,1.336295778E9,737654.0
Casa1, 0.0,1.336295779E9,1.336728428E9
Casa1, 0.0,1.33629578E9,2.673025466E9
Casa1, 0.0,1.336295781E9,2.0044449581E10
Casa1, 0.0,1.336295782E9,5.345617364E9
Casa1, 0.0,1.336295783E9,5.34561562E9
Casa1, 0.0,1.336295784E9,1.0690801028E10
Casa1, 0.0,1.336295785E9,1.0690798838E10
Casa1, 0.0,1.336295786E9,4.009321387E9
Casa1, 0.0,1.336295787E9,5.345616104E9
Casa1, 0.0,1.336295788E9,4.008899521E9
Casa1, 0.0,1.336295789E9,2.673595845E9
Casa1, 0.0,1.33629579E9,5.34518359438E9
Casa1, 0.0,1.336295791E9,4.00888780627E9
Casa1, 0.0,1.336295792E9,9.354506291E9
Casa1, 0.0,1.336295793E9,9.354503884E9
Casa1, 0.0,1.336295794E9,1.3363393744E10
Casa1, 0.0,1.336295795E9,1.4699687119E10
Casa1, 0.0,1.336295796E9,4.009322487E9
Casa1, 0.0,1.336295797E9,5.345616737E9
Casa1, 0.0,1.336295798E9,6.681914038E9
Casa1, 0.0,1.336295799E9,8.01779379E9
Casa1, 0.0,1.3362958E9,5.345618503E9
Casa1, 0.0,1.336295801E9,6.681499262E9
Casa1, 0.0,1.336295802E9,1.2026772511E10
Casa1, 0.0,1.336295803E9,2.672646873E9
Casa1, 0.0,1.336295804E9,1.336737561E9
Casa1, 0.0,1.336295805E9,1.33629632317E9
Casa1, 0.0,1.336295806E9,4.008955157E9
Casa1, 0.0,1.336295807E9,2.672657908E9
Casa1, 0.0,1.336295808E9,1.337209741E9
Casa1, 0.0,1.336295809E9,2.67259162962E9
Casa1, 0.0,1.33629581E9,2.672604449E9
Casa1, 0.0,1.336295811E9,4.008954221E9
Casa1, 0.0,1.336295812E9,5.345248867E9
Casa1, 0.0,1.336295813E9,4.008898248E9
Casa1, 0.0,1.336295814E9,8.017787937E9
Casa1, 0.0,1.336295815E9,1.0690372769E10
Casa1, 0.0,1.336295816E9,1.0690374032E10
Casa1, 0.0,1.336295817E9,2.672603013E9
Casa1, 0.0,1.336295818E9,2.672604697E9
Casa1, 0.0,1.336295819E9,1.337139253E9
Casa1, 0.0,1.33629582E9,1.337306408E9
Casa1, 0.0,1.336295821E9,1.337112422E9
Casa1, 0.0,1.336295822E9,1.337304986E9
Casa1, 0.0,1.336295823E9,8.017781199E9
Casa1, 0.0,1.336295824E9,9.354078319E9
Casa1, 0.0,1.336295825E9,1.0690373027E10
Casa1, 0.0,1.336295826E9,1.0690374042E10
Casa1, 0.0,1.336295827E9,8.017781343E9
Casa1, 0.0,1.336295828E9,6.681491299E9
Casa1, 0.0,1.336295829E9,2.672602454E9
Casa1, 0.0,1.33629583E9,6.681491887E9
Casa1, 0.0,1.336295831E9,4.00889909E9
Casa1, 0.0,1.336295832E9,4.008900647E9
Casa1, 0.0,1.336295833E9,2.672603543E9
Casa1, 0.0,1.336295834E9,1.33726484E9
Casa1, 0.0,1.336295835E9,1.337121321E9
Casa1, 0.0,1.336295836E9,1.33723004E9
Casa1, 0.0,1.336295837E9,1.337170172E9
Casa1, 0.0,1.336295838E9,2.672602721E9
Casa1, 0.0,1.336295839E9,1.33629655624E9
Casa1, 0.0,1.33629584E9,4.009008566E9
Casa1, 0.0,1.336295841E9,5.345195833E9
Casa1, 0.0,1.336295842E9,5.34518343473E9
Casa1, 0.0,1.336295843E9,5.345249075E9
Casa1, 0.0,1.336295844E9,8.017781401E9
Casa1, 0.0,1.336295845E9,9.354078528E9
Casa1, 0.0,1.336295846E9,6.681490183E9
Casa1, 0.0,1.336295847E9,6.681492219E9
Casa1, 0.0,1.336295848E9,4.008898706E9
Casa1, 0.0,1.336295849E9,4.008900744E9
Casa1, 0.0,1.33629585E9,5.345194472E9
Casa1, 0.0,1.336295851E9,6.68149226E9
Casa1, 0.0,1.336295852E9,5.345194516E9
Casa1, 0.0,1.336295853E9,4.00890061E9
Casa1, 0.0,1.336295854E9,2.672603523E9
Casa1, 0.0,1.336295855E9,2.672604659E9
Casa1, 0.0,1.336295856E9,8.017842967E9
Casa1, 0.0,1.336295857E9,5.345195482E9
Casa1, 0.0,1.336295858E9,6.681489657E9
Casa1, 0.0,1.336295859E9,6.68149159E9
Casa1, 0.0,1.33629586E9,6.68147936778E9
Casa1, 0.0,1.336295861E9,9.35407109295E9
Casa1, 0.0,1.336295862E9,2.67259173577E9
Casa1, 0.0,1.336295863E9,2.672604553E9
Casa1, 0.0,1.336295864E9,2.673381881E9
Casa1, 0.0,1.336295865E9,2.67259258871E9
Casa1, 0.0,1.336295866E9,1.33629672141E9
Casa1, 0.0,1.336295867E9,2.673290725E9
Casa1, 0.0,1.336295868E9,2.673356958E9
Casa1, 0.0,1.336295869E9,2.672602441E9
Casa1, 0.0,1.33629587E9,2.672604042E9
Casa1, 0.0,1.336295871E9,1.0690389883E10
Casa1, 0.0,1.336295872E9,1.6035605352E10
Casa1, 0.0,1.336295873E9,6.681485721E9
Casa1, 0.0,1.336295874E9,9.354078485E9
Casa1, 0.0,1.336295875E9,1.0690370977E10
Casa1, 0.0,1.336295876E9,1.7371901276E10
Casa1, 0.0,1.336295877E9,2.672602991E9
Casa1, 0.0,1.336295878E9,1.0690488602E10
Casa1, 0.0,1.336295879E9,9.354071172279999E9
Casa1, 0.0,1.33629588E9,4.008900621E9
Casa1, 0.0,1.336295881E9,9.354092552E9
Casa1, 0.0,1.336295882E9,8.01779441E9
Casa1, 0.0,1.336295883E9,5.345194279E9
Casa1, 0.0,1.336295884E9,9.354139619E9
Casa1, 0.0,1.336295885E9,6.681545637E9
Casa1, 0.0,1.336295886E9,6.681479443E9
Casa1, 0.0,1.336295887E9,2.672603449E9
Casa1, 0.0,1.336295888E9,2.67259178891E9
Casa1, 0.0,1.336295889E9,9.354092062E9
Casa1, 0.0,1.33629589E9,1.2026682259E10
