1,0.99999058,1,2.99999058,1
1,0.96857715,1,2.96857715,1
1,1,0.96495283,2.96495283,1
1,0.00212462,0.99999952,2.00212414,1
0,1,0.99999988,1.99999988,1
0.99999791,0.9879337,0,1.98793161,1
1,0,0.93004614,1.93004614,1
0.10012718,0.00271652,0.99999928,1.10284298,1
0,0,1,1,1
0.59890109,0.14511974,0,0.74402083,1
0.00000005,0.67742711,0.00000001,0.67742717,1
0,0.67011029,0,0.67011029,1
0.09977765,0.00000006,0.51443988,0.61421759,1
0.04935815,0.50818658,0.01485827,0.572403,1
0.43179125,0.00003237,0.00404391,0.43586753,1
0,0.25028056,0,0.25028056,1
0.00000897,0.00001531,0.00076911,0.00079339,1
0,0.00013642,0.00000008,0.0001365,1
0.0000497,0.00000138,0,0.00005108,1
0.00000006,0,0,0.00000006,1
1,1,0.99999994,2.99999994,0
1,1,0.99999994,2.99999994,0
0.99999958,1,1,2.99999958,0
1,0.99998593,1,2.99998593,0
1,0.99998426,0.99999928,2.99998354,0
1,1,0.9997949,2.9997949,0
1,0.99935949,0.99997979,2.99933928,0
0.99928927,0.99988943,0.99589819,2.99507689,0
0.99998301,0.99999678,0.99336416,2.99334395,0
0.96837002,0.99999028,0.999668,2.9680283,0
0.99991918,0.9950645,0.92243588,2.91741956,0
0.87816679,0.99999988,0.9999963,2.87816297,0
0.91116011,0.95945138,0.99543315,2.86604464,0
1,0.80321646,1,2.80321646,0
1,1,0.80090773,2.80090773,0
0.99999994,0.99999774,0.78068393,2.78068161,0
0.99997759,1,0.51114213,2.51111972,0
0.51095241,1,0.99999356,2.51094597,0
0.47879466,0.99995631,1,2.47875097,0
0.31694108,0.99999744,0.9989512,2.31588972,0
1,0.16893379,0.99409509,2.16302888,0
1,0.0524631,1,2.0524631,0
0.03098492,1,0.9935323,2.02451722,0
0.99679172,0.01085426,0.9985866,2.00623258,0
0.99999928,0.9661811,0.03437234,2.00055272,0
1,1,0.00001608,2.00001608,0
1,0.99999869,0.00000266,2.00000135,0
0.99999994,0.00000097,1,2.00000091,0
0.0000001,1,0.99999893,1.99999903,0
1,0.99998176,0,1.99998176,0
0.99995339,0.99999952,0,1.99995291,0
1,0.00009463,0.99952495,1.99961958,0
0.99979913,0.99953598,0.00000257,1.99933768,0
0.99999994,0.99718189,0.00000004,1.99718187,0
0,1,0.99460173,1.99460173,0
0.99900532,0.98725998,0,1.9862653,0
0.9764443,1,0,1.9764443,0
0.90276837,1,0,1.90276837,0
1,0.77477831,0.00007865,1.77485696,0
1,0.63632685,0.01285188,1.64917873,0
0.51341426,0.13312264,0.99954385,1.64608075,0
0.00013334,0.27825451,1,1.27838785,0
0.01095131,0.11337744,0.99988121,1.12420996,0
1,0.00000005,0.09740473,1.09740478,0
0,1,0.04511391,1.04511391,0
1,0.03315751,0,1.03315751,0
0.0302712,0,0.99805522,1.02832642,0
0.99999374,0.00707081,0,1.00706455,0
0.99985135,0.00000138,0.000728,1.00058073,0
0.99999434,0.00000014,0.00032648,1.00032096,0
0,0.99999994,0.00006041,1.00006035,0
1,0,0,1,0
0,0.99999875,0,0.99999875,0
0.99997395,0.00002265,0,0.9999966,0
0,0.00002674,0.9999612,0.99998794,0
0,0.99997741,0,0.99997741,0
0,0.99997598,0,0.99997598,0
0,0.99988455,0,0.99988455,0
0.99952823,0.00000005,0.00000925,0.99953753,0
0,0.99499065,0,0.99499065,0
0,0.98660427,0,0.98660427,0
0.00023623,0.96330482,0.00273142,0.96627247,0
0.00000521,0.00006985,0.96572584,0.9658009,0
0.00000001,0.68085271,0.20900466,0.88985738,0
0,0.69898498,0,0.69898498,0
0,0.41459769,0,0.41459769,0
0.35558957,0.00019346,0.03759542,0.39337845,0
0,0.11753009,0.21878478,0.33631487,0
0,0.09295134,0,0.09295134,0
0.00015824,0.00021096,0.05837671,0.05874591,0
0,0.00000001,0.00286183,0.00286184,0
0,0.00000001,0.00189138,0.00189139,0
0.00125716,0,0,0.00125716,0
0.00008692,0.00036112,0.00029681,0.00074485,0
0.00011971,0,0.00000001,0.00011972,0
0,0.00004964,0,0.00004964,0
0,0.00000901,0,0.00000901,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
