BedroomOutlets, 19.0,1.336328237E9,13.79,21229.0
BedroomOutlets, 19.0,1.336328238E9,12041.0,16.48
BedroomOutlets, 19.0,1.336328241E9,13633.0,20569.0
BedroomOutlets, 19.0,1.336328242E9,12066.0,16.43
BedroomOutlets, 19.0,1.336329588E9,13484.0,20649.0
BedroomOutlets, 19.0,1.336329589E9,12.0,16093.0
BedroomOutlets, 19.0,1.336329591E9,13549.0,20402.0
BedroomOutlets, 19.0,1.336329592E9,12144.0,17301.0
BedroomOutlets, 19.0,1.336329742E9,13649.0,20856.0
BedroomOutlets, 19.0,1.336329743E9,11717.0,15763.0
BedroomOutlets, 19.0,1.336329745E9,13538.0,20.77
BedroomOutlets, 19.0,1.336329747E9,11722.0,15771.0
BedroomOutlets, 19.0,1.336329799E9,13083.0,19686.0
BedroomOutlets, 19.0,1.3363298E9,11752.0,15925.0
BedroomOutlets, 19.0,1.336329816E9,12867.0,18833.0
BedroomOutlets, 19.0,1.336329817E9,11847.0,16059.0
BedroomOutlets, 19.0,1.336329954E9,13409.0,19953.0
BedroomOutlets, 19.0,1.336329955E9,12038.0,16267.0
BedroomOutlets, 19.0,1.336329957E9,13528.0,20363.0
BedroomOutlets, 19.0,1.336329958E9,12377.0,17783.0
BedroomOutlets, 19.0,1.336330016E9,13964.0,21236.0
BedroomOutlets, 19.0,1.336330018E9,12056.0,16332.0
BedroomOutlets, 19.0,1.336330019E9,13678.0,20735.0
BedroomOutlets, 19.0,1.33633002E9,12271.0,17009.0
BedroomOutlets, 19.0,1.336331389E9,13747.0,20987.0
BedroomOutlets, 19.0,1.33633139E9,11986.0,16104.0
BedroomOutlets, 19.0,1.336331392E9,13509.0,20306.0
BedroomOutlets, 19.0,1.336331393E9,11992.0,16216.0
CellarLights, 11.0,1.336329725E9,43064.0,75797.0
CellarLights, 11.0,1.336329726E9,38412.0,64386.0
CellarLights, 11.0,1.336329751E9,947.0,12772.0
CellarLights, 11.0,1.336329752E9,-382.0,4204.0
CellarOutlets, 13.0,1.336328229E9,518214.0,922931.0
CellarOutlets, 13.0,1.33632823E9,318041.0,487602.0
CellarOutlets, 13.0,1.336328231E9,156812.0,162826.0
CellarOutlets, 13.0,1.336328236E9,158711.0,164887.0
CellarOutlets, 13.0,1.336328237E9,160606.0,166928.0
CellarOutlets, 13.0,1.336328243E9,162.03,168.17
CellarOutlets, 13.0,1.336328246E9,161504.0,167598.0
CellarOutlets, 13.0,1.336328533E9,149987.0,156518.0
CellarOutlets, 13.0,1.336328672E9,148182.0,154441.0
CellarOutlets, 13.0,1.336328707E9,148123.0,154427.0
CellarOutlets, 13.0,1.33632876E9,149155.0,155502.0
CellarOutlets, 13.0,1.336328776E9,148448.0,154749.0
CellarOutlets, 13.0,1.336328906E9,147378.0,153637.0
CellarOutlets, 13.0,1.33632897E9,147153.0,153387.0
CellarOutlets, 13.0,1.336328998E9,148061.0,154329.0
CellarOutlets, 13.0,1.33632923E9,146053.0,152.4
CellarOutlets, 13.0,1.33632958E9,339206.0,382452.0
CellarOutlets, 13.0,1.336329581E9,485848.0,488202.0
CellarOutlets, 13.0,1.336329585E9,484558.0,486.9
CellarOutlets, 13.0,1.336329586E9,485833.0,488175.0
CellarOutlets, 13.0,1.336329588E9,487135.0,489506.0
CellarOutlets, 13.0,1.336329589E9,484278.0,486626.0
CellarOutlets, 13.0,1.33632959E9,486261.0,488574.0
CellarOutlets, 13.0,1.336329592E9,486688.0,489.03
CellarOutlets, 13.0,1.336329593E9,485069.0,487381.0
CellarOutlets, 13.0,1.336329594E9,486.51,488868.0
CellarOutlets, 13.0,1.336329595E9,484884.0,487199.0
CellarOutlets, 13.0,1.336329596E9,486624.0,488954.0
CellarOutlets, 13.0,1.336329597E9,484452.0,486787.0
CellarOutlets, 13.0,1.336329598E9,486003.0,488349.0
CellarOutlets, 13.0,1.336329599E9,483534.0,485873.0
CellarOutlets, 13.0,1.3363296E9,485355.0,487695.0
CellarOutlets, 13.0,1.336329601E9,483.85,486182.0
CellarOutlets, 13.0,1.336329602E9,485124.0,487474.0
CellarOutlets, 13.0,1.336329603E9,483443.0,485804.0
CellarOutlets, 13.0,1.336329609E9,482836.0,485165.0
CellarOutlets, 13.0,1.336329619E9,482585.0,484.92
CellarOutlets, 13.0,1.33632962E9,481125.0,483.46
CellarOutlets, 13.0,1.336329622E9,480203.0,482549.0
CellarOutlets, 13.0,1.336329623E9,481904.0,484242.0
CellarOutlets, 13.0,1.336329624E9,480148.0,482.48
CellarOutlets, 13.0,1.336329625E9,481506.0,483847.0
CellarOutlets, 13.0,1.336329626E9,480228.0,482534.0
CellarOutlets, 13.0,1.336329627E9,481501.0,483808.0
CellarOutlets, 13.0,1.336329628E9,479.39,481671.0
CellarOutlets, 13.0,1.336329629E9,481086.0,483453.0
CellarOutlets, 13.0,1.33632963E9,478806.0,481091.0
CellarOutlets, 13.0,1.336329631E9,480473.0,482.77
CellarOutlets, 13.0,1.336329632E9,478101.0,480396.0
CellarOutlets, 13.0,1.336329633E9,480464.0,482774.0
CellarOutlets, 13.0,1.336329634E9,478.81,481154.0
CellarOutlets, 13.0,1.336329635E9,480698.0,483032.0
CellarOutlets, 13.0,1.336329636E9,479072.0,481378.0
CellarOutlets, 13.0,1.336329637E9,480347.0,482674.0
CellarOutlets, 13.0,1.336329638E9,479262.0,481583.0
CellarOutlets, 13.0,1.336329639E9,478097.0,480431.0
CellarOutlets, 13.0,1.336329653E9,475339.0,477695.0
CellarOutlets, 13.0,1.336329655E9,474754.0,477102.0
CellarOutlets, 13.0,1.336329658E9,475864.0,478216.0
CellarOutlets, 13.0,1.336329659E9,474173.0,476452.0
CellarOutlets, 13.0,1.33632966E9,475908.0,478.26
CellarOutlets, 13.0,1.336329661E9,474415.0,476767.0
CellarOutlets, 13.0,1.336329662E9,476143.0,478487.0
CellarOutlets, 13.0,1.336329663E9,474595.0,476923.0
CellarOutlets, 13.0,1.336329664E9,476297.0,478587.0
CellarOutlets, 13.0,1.336329665E9,474009.0,476353.0
CellarOutlets, 13.0,1.336329666E9,475838.0,478184.0
CellarOutlets, 13.0,1.336329667E9,473787.0,476124.0
CellarOutlets, 13.0,1.336329668E9,475394.0,477.74
CellarOutlets, 13.0,1.336329669E9,473342.0,475625.0
CellarOutlets, 13.0,1.33632967E9,474657.0,477.0
CellarOutlets, 13.0,1.336329671E9,472.58,474913.0
CellarOutlets, 13.0,1.336329672E9,473916.0,476.25
CellarOutlets, 13.0,1.336329673E9,471962.0,474285.0
CellarOutlets, 13.0,1.336329674E9,474073.0,476372.0
CellarOutlets, 13.0,1.336329688E9,470308.0,472629.0
CellarOutlets, 13.0,1.33632969E9,469807.0,472.13
CellarOutlets, 13.0,1.336329691E9,470857.0,473.18
CellarOutlets, 13.0,1.336329692E9,469291.0,471627.0
CellarOutlets, 13.0,1.336329693E9,470668.0,472996.0
CellarOutlets, 13.0,1.336329694E9,468864.0,471141.0
CellarOutlets, 13.0,1.336329695E9,470461.0,472791.0
CellarOutlets, 13.0,1.336329696E9,469123.0,471492.0
CellarOutlets, 13.0,1.336329697E9,470773.0,473104.0
CellarOutlets, 13.0,1.336329698E9,468577.0,470899.0
CellarOutlets, 13.0,1.336329699E9,470548.0,472.84
CellarOutlets, 13.0,1.3363297E9,468827.0,471144.0
CellarOutlets, 13.0,1.336329701E9,470399.0,472732.0
CellarOutlets, 13.0,1.336329702E9,468231.0,470549.0
CellarOutlets, 13.0,1.336329703E9,469829.0,472151.0
CellarOutlets, 13.0,1.336329704E9,467688.0,469979.0
CellarOutlets, 13.0,1.336329705E9,469744.0,472067.0
CellarOutlets, 13.0,1.336329706E9,468148.0,470461.0
CellarOutlets, 13.0,1.336329707E9,469777.0,472099.0
CellarOutlets, 13.0,1.336329708E9,468473.0,470808.0
CellarOutlets, 13.0,1.33632971E9,467838.0,470148.0
CellarOutlets, 13.0,1.336329711E9,468875.0,471196.0
CellarOutlets, 13.0,1.336329725E9,467938.0,470.28
CellarOutlets, 13.0,1.336329727E9,467252.0,469595.0
CellarOutlets, 13.0,1.336329728E9,468258.0,470588.0
CellarOutlets, 13.0,1.336329729E9,466684.0,468995.0
CellarOutlets, 13.0,1.33632973E9,468548.0,470873.0
CellarOutlets, 13.0,1.336329731E9,466636.0,468953.0
CellarOutlets, 13.0,1.336329732E9,468959.0,471276.0
CellarOutlets, 13.0,1.336329733E9,467439.0,469783.0
CellarOutlets, 13.0,1.336329734E9,468837.0,471168.0
CellarOutlets, 13.0,1.336329735E9,452.57,454848.0
CellarOutlets, 13.0,1.336329737E9,449954.0,452223.0
CellarOutlets, 13.0,1.336329738E9,451.95,454253.0
CellarOutlets, 13.0,1.336329739E9,450382.0,452655.0
CellarOutlets, 13.0,1.33632974E9,452382.0,454663.0
CellarOutlets, 13.0,1.336329741E9,451102.0,453395.0
CellarOutlets, 13.0,1.336329742E9,453877.0,456249.0
